Iteration,Score,Parameter Values
2575,0.4539254251790076,"[1.715409   1.37736869 1.14272966 1.63640941 1.75416691 1.87892907
 1.55886438 2.50619067 1.19873168 2.03483795 1.74930137 1.72174002
 1.47424253 1.54284266 2.2463761  1.11374806 1.71295403 1.16751672
 1.10259471 1.48679381 1.48568095 1.90203268 1.70788602 1.4592819
 2.52277517 2.31285499 2.50043048 1.96734362 1.71596756 1.8091644
 1.99870056 3.08907303 1.65134632 2.17232092 2.31833568 2.63145504
 0.89229795 2.4364666  1.74738311 1.57109829 1.06957423 2.57726507
 2.15514815 2.52737279 1.67828346 1.53162774 1.62694845 1.50551472
 1.59868175 2.01019898 1.87006834 2.06656526 1.49424478 2.23743938
 2.18236149 2.34282364 1.39143276 1.17679577 1.82645556]"
2576,0.4557854145529589,"[ 5.21576625e-01 -5.04099513e-02  5.66867094e-01 -3.33506418e-01
 -1.09869928e-01 -9.99240478e-02 -5.07689605e-02 -1.46215270e-01
  4.52216121e-04 -3.80283155e-02  2.58334645e-01  2.57251875e-01
  4.53166603e-02 -1.74074839e-01  2.05488418e-02 -1.02346856e-01
 -1.24514146e-01  1.32612873e-01 -1.51156765e-01  1.53830237e-01
  7.14702835e-02  2.71589509e-01 -3.72303694e-02  6.90263141e-02
 -3.96964525e-01  1.01789691e-02 -9.60152956e-02 -2.29498045e-01
 -4.38209717e-01  1.04790154e-01 -5.58625340e-03  3.76023226e-01
  3.95192312e-02 -1.31572055e-01 -1.18224908e-01  5.26974202e-01
  1.37438371e-01 -5.97323424e-01 -2.58695510e-01 -4.73962762e-01
  4.18122567e-01 -1.64670464e-01 -1.18169993e-01 -4.17819224e-01
 -1.83675872e-01  2.71208367e-02 -1.93754810e-01  3.81943912e-01
  1.84453413e-01  3.48747232e-01 -5.61555652e-02 -1.52328197e-01
  8.10025176e-02 -1.67770500e-01 -8.03255320e-02 -6.38913830e-02
  1.04249881e-02 -2.73865609e-01  1.29970669e+00]"
2577,0.45411394424711926,"[1.60966401 1.87139171 1.41658685 1.77591597 1.77415468 1.79578458
 1.82932688 2.85604757 0.94107649 1.85366117 2.06417441 1.45481767
 1.19062219 1.97815495 2.46546776 1.77935776 1.60810366 1.45346404
 1.20427562 1.53121966 1.2008923  1.62365742 1.79637092 1.53463607
 2.14208829 2.32202369 2.35311203 1.88799415 2.23264075 1.52021283
 2.07763504 3.11587724 1.77773213 2.14051421 2.48585909 2.49479927
 0.61838592 2.63868392 1.45055361 1.96997594 1.74133861 2.81593369
 2.33029953 3.22764365 1.27871265 0.70762998 1.71402627 1.63595141
 1.41391196 2.46320243 1.32636083 1.31759152 1.47806854 2.50669368
 1.5827238  2.35020206 1.31587573 0.78059592 1.47924423]"
2578,0.4548329505528732,"[-2.04801311e-01  1.81674847e-02 -1.94979182e-01  1.35218359e-01
 -2.03775215e-02  4.95795710e-02  2.36033040e-02  1.54960149e-01
 -8.14266989e-03 -3.99683550e-02 -4.74133211e-02 -1.25007981e-02
 -1.86385028e-01  6.55218743e-02 -4.21599000e-02 -7.46307593e-02
  1.07362012e-01 -1.04532034e-01 -1.52729212e-03  9.80395687e-03
  8.44395322e-02 -8.48992310e-02  1.14247932e-01 -1.06459333e-01
  2.14123727e-01  1.27269123e-01  1.19025114e-01  2.50018447e-01
  1.77465227e-01 -1.17915712e-01 -1.20696995e-01 -5.39365534e-04
 -2.66938065e-02  1.11350533e-01  7.50118116e-02 -1.64991523e-01
 -7.30370901e-02  2.40580884e-02  9.32754154e-03  2.26992992e-01
 -1.74074878e-01 -3.66354060e-01  8.41975082e-03 -1.11140790e-01
 -4.04467298e-01 -9.79489988e-02 -3.18753086e-01  3.41341390e-01
 -1.25174724e-02  1.68033771e-01 -3.73854024e-01  2.47670766e-02
  6.25047393e-02 -2.53071326e-01 -4.56580960e-01 -2.75190767e-01
 -1.94338077e-01 -4.27150067e-01  1.17574030e+00]"
2579,0.4540805396684497,"[1.73271543 1.35314873 1.12385486 1.54552584 1.71008833 1.82893663
 1.5574008  2.52239728 1.23151139 2.06957661 1.66365716 1.72207454
 1.52712209 1.44533465 2.22826851 1.03112281 1.72997597 1.12142531
 1.07350005 1.48277867 1.54141988 1.97196177 1.69921902 1.49451871
 2.6195489  2.3168609  2.5048843  1.95078775 1.64352858 1.92134277
 1.98959938 3.1103071  1.62578402 2.1729525  2.32867007 2.59067981
 0.91912114 2.3665892  1.8142645  1.50357209 0.9864705  2.48756538
 2.12631414 2.40663283 1.72112514 1.68351714 1.61268174 1.51896245
 1.61824789 1.99498277 1.96043623 2.17857612 1.5021465  2.25677587
 2.23765456 2.3767573  1.36203694 1.24233102 1.83900219]"
2580,0.4559739354221415,"[ 6.66910418e-02 -2.31864476e-03  2.08413920e-01 -2.95907873e-01
 -1.18659038e-01 -1.22668197e-01 -4.48550504e-02  3.20438599e-02
 -2.95570407e-02  5.15247141e-02  7.55326459e-02  1.16852553e-01
 -7.46341625e-04 -8.24873293e-02  1.43598786e-01  6.03843995e-03
  6.25129927e-02  5.49808302e-02 -1.84501187e-01  3.63256441e-02
  4.13960333e-02 -5.85783539e-02  2.35228662e-02 -2.06059968e-02
 -6.26902248e-02  3.57792800e-02 -1.03467918e-01  5.16609407e-02
  8.28506895e-02 -2.30547217e-02 -6.21225980e-02  1.40799059e-01
  2.79281678e-02  2.13706661e-02 -2.05273710e-02 -3.47329355e-02
  1.71810740e-01 -3.16223825e-01 -1.85319932e-01 -1.31097749e-01
  4.25211811e-02 -2.93523218e-01 -3.90829372e-02 -1.44885106e-01
 -1.39969886e-01 -7.78531017e-02 -2.31789979e-01  3.35202937e-01
  2.37656211e-01  2.95586965e-01 -3.07146145e-01  1.16271860e-02
  3.40640854e-02 -1.83827579e-01 -1.73032309e-01 -1.24390250e-01
 -8.83521861e-02 -3.47878645e-01  1.20302360e+00]"
2581,0.45425493417333757,"[1.68122012 1.58380842 1.22191075 1.4891024  1.70700615 1.86186274
 1.55604151 2.83515046 1.08432331 1.98081242 1.69955539 1.62585424
 1.42725646 1.64442635 2.34289565 1.45482887 1.61276054 1.27346237
 1.03829611 1.61040484 1.3817173  1.7633617  1.92167055 1.53476915
 2.2860896  2.31698804 2.64749222 1.76866227 1.85466725 1.70704118
 1.96462506 3.16485177 1.6489218  2.24390003 2.48978937 2.48083796
 0.90714675 2.50982396 1.66899103 1.73527726 1.49728707 2.6442892
 2.16070659 2.96650632 1.54846212 1.22107775 1.65903334 1.53254548
 1.3416563  2.16683283 1.61864237 1.81606624 1.39639338 2.3231169
 1.81025737 2.30944454 1.32113119 0.91782963 1.71826398]"
2582,0.4538789300741864,"[ 0.17817656 -0.00243557  0.20073036 -0.13644044 -0.0808931  -0.05952966
 -0.03103898 -0.01960329 -0.01175485 -0.02284772  0.1019787   0.11476571
 -0.04752981 -0.07855638 -0.00660235 -0.08698289 -0.00793999  0.00455825
 -0.10856562  0.08122557  0.0902299   0.10602215 -0.00719143 -0.00817527
 -0.10887437  0.05505763 -0.01698323 -0.01923751 -0.14489775  0.00795834
 -0.06403104  0.20681647  0.00555945 -0.01522628 -0.04249427  0.20998445
  0.04484736 -0.28090369 -0.13143513 -0.12974263  0.11903933 -0.26364326
 -0.06053259 -0.25967312 -0.2882744  -0.02068368 -0.24472582  0.37989377
  0.06937771  0.22882626 -0.20885254 -0.06446446  0.09170826 -0.21275632
 -0.23821353 -0.13991565 -0.09066039 -0.34956298  1.23100526]"
2583,0.45420224900846,"[1.66899823 1.62605331 1.27617623 1.68687207 1.77326158 1.8436919
 1.68003107 2.66330803 1.06588615 1.95569425 1.88083671 1.58958802
 1.35517231 1.72229252 2.35102418 1.41183795 1.66335515 1.30288058
 1.14668962 1.49952075 1.33857285 1.80774067 1.73199308 1.50525379
 2.36204037 2.31613558 2.45993601 1.93155509 1.97075265 1.67834926
 2.03975756 3.09910447 1.7120635  2.14733629 2.41043733 2.59172033
 0.78633525 2.53959788 1.62495814 1.77127055 1.39632953 2.66537105
 2.22386624 2.85969154 1.48954839 1.16733346 1.64672315 1.54607745
 1.49521968 2.23065143 1.61105819 1.72979102 1.49040974 2.36686448
 1.90034114 2.34706767 1.35524426 0.98211238 1.65869318]"
2584,0.4543356735366692,"[-0.29625201  0.02663889 -0.26889198  0.21829629  0.08261263 -0.01708095
  0.02986878  0.15923944 -0.02494687 -0.08428512 -0.06561631 -0.04032888
 -0.2260955   0.08056622 -0.04218778 -0.05802859  0.05566502 -0.13482546
  0.01179271  0.01644956  0.11011317 -0.06393421  0.18116465 -0.12519829
  0.14976313  0.15680918  0.21121287  0.21950667  0.04791352 -0.10245935
 -0.07335962 -0.05910643 -0.07640739  0.11596577  0.12030113 -0.11411984
 -0.08839047  0.03525315  0.00397702  0.27617863 -0.17915136 -0.33056307
  0.02499305 -0.14651014 -0.38937459 -0.04280677 -0.33783755  0.40004746
 -0.00984411  0.13778359 -0.3869349   0.09466436  0.1145596  -0.32336812
 -0.4668304  -0.3260923  -0.13681959 -0.40460195  1.13396444]"
2585,0.4538568832308311,"[1.74765171 1.2118478  1.14413909 1.61706714 1.68793751 1.82875444
 1.58525755 2.43379059 1.31588154 2.09858052 1.64221356 1.75398791
 1.49441172 1.49958206 2.21267527 1.00785365 1.68696557 1.06696725
 1.14025259 1.53578711 1.60864338 1.90368039 1.72163255 1.42947379
 2.65051981 2.33480388 2.50537288 1.97729446 1.53312678 1.96431064
 1.96657403 3.12584045 1.57497914 2.15618394 2.29356118 2.54545352
 0.93466098 2.39377873 1.83309145 1.42669618 0.88999301 2.50917247
 2.13700138 2.26986219 1.77360193 1.62723186 1.70611806 1.55061598
 1.68967864 1.97148917 2.02293528 2.29726543 1.43125827 2.23056304
 2.28815667 2.41571619 1.45139388 1.26242836 1.88928209]"
2586,0.4549814775633357,"[ 1.06830224 -0.19120896  1.06084668 -0.91309067 -0.23712475 -0.10512015
 -0.132354   -0.48006118  0.01042229 -0.00500192  0.52277621  0.39209299
  0.19193546 -0.39805101  0.01875026 -0.24840678 -0.33297278  0.18767241
 -0.21582205  0.19646226 -0.04781482  0.49276297 -0.1710362   0.14398158
 -0.81073579 -0.14792936 -0.52438196 -0.68847289 -0.71504618  0.15607616
  0.08133416  0.59327812  0.1562081  -0.28385172 -0.24158706  0.97639482
  0.25073005 -1.00032629 -0.46907214 -0.96755386  0.83271888 -0.06239137
 -0.18507864 -0.6528625  -0.01311551 -0.00237974 -0.07079954  0.43814651
  0.23020441  0.57681357  0.07604934 -0.32410422  0.09020969 -0.04061316
  0.09486677  0.26015839 -0.01123802 -0.14120066  1.324711  ]"
2587,0.4545093002288674,"[1.48850021 2.29916745 1.62393975 1.75552925 1.99305341 1.79128328
 2.05401576 3.17484132 0.60915983 1.71218402 2.44677499 1.29060277
 0.99524906 2.22908779 2.53389234 2.29877386 1.28686717 1.74551992
 1.10822309 1.54128251 0.88292658 1.40214698 1.77886899 1.72588973
 1.71229546 2.32917403 2.29064222 1.83160267 2.76564288 1.14727622
 2.12680901 3.09183023 1.93799808 2.10240441 2.58300287 2.3073901
 0.360476   2.75713125 1.15006733 2.34032637 2.30482777 3.0936467
 2.42446884 3.92319638 0.96475453 0.17773961 1.6504477  1.61409727
 1.17900678 2.67876464 0.74063047 0.61541628 1.51012911 2.7517911
 1.02672052 2.26330865 1.20940761 0.29911207 1.22041336]"
2588,0.4538019960988102,"[-1.11826192e-01  1.94178443e-02  1.68328226e-02 -1.00695395e-01
 -9.31290068e-02 -8.87787399e-02  6.75052093e-04  7.65816217e-02
 -1.73205430e-02  1.61811643e-02  2.23964243e-02  1.66181964e-02
 -3.87476722e-02  2.42704720e-03  7.54850986e-02 -2.84450962e-02
  8.69668080e-02 -4.38275562e-02 -9.72895043e-02  3.25246874e-02
  7.96556600e-02 -6.71213904e-02  6.29769645e-02 -7.63635265e-02
  3.81456097e-02  7.92277920e-02 -3.45276650e-02  1.41928782e-01
  1.81762617e-01 -6.97175525e-02 -8.75359089e-02  6.36437359e-02
 -3.37453125e-02  6.79771184e-02  2.96422895e-02 -1.43529644e-01
  8.40051993e-02 -1.02934614e-01 -8.41109741e-02  6.49542367e-02
 -1.15530230e-01 -3.31504203e-01 -1.86230935e-02 -8.89000850e-02
 -2.41950195e-01 -1.27649374e-01 -3.22857091e-01  3.01196789e-01
  1.10795153e-01  1.93776049e-01 -3.59399756e-01  6.87557815e-02
  5.89549995e-02 -1.97286643e-01 -2.94012436e-01 -2.11618019e-01
 -1.82600912e-01 -4.01718753e-01  1.17845276e+00]"
2589,0.4552738301881054,"[1.72290987 1.44759425 1.1687807  1.50714339 1.72069503 1.92516338
 1.53671793 2.63257684 1.1467916  2.03703462 1.66439909 1.61876835
 1.52487204 1.60262738 2.32933211 1.29935213 1.60814035 1.19008105
 1.03019038 1.59609338 1.49077768 1.90889482 1.77853952 1.49923716
 2.40591755 2.29589371 2.63582989 1.83907197 1.74225462 1.82584707
 1.99879314 3.15821731 1.61042792 2.22566984 2.41135233 2.48116807
 0.97357902 2.46252235 1.75242448 1.59012106 1.30860571 2.58759368
 2.14792836 2.72776344 1.62663488 1.42145345 1.65343805 1.47954489
 1.44733024 2.09136267 1.81826133 2.05688946 1.41456884 2.24120482
 2.02520537 2.30823834 1.34713283 1.00767635 1.76096316]"
2590,0.45380386815061885,"[-2.42399163e-02  2.83566880e-02  4.74801481e-02 -9.96387724e-02
 -6.32203621e-02 -9.43977477e-02 -6.96606437e-05  8.31190727e-02
 -2.12344787e-02  2.90238551e-03  3.49925378e-03  2.98438685e-02
 -4.60319803e-02  1.30012329e-02  4.09143785e-02 -2.54291479e-02
  5.48353741e-02 -5.92949507e-03 -1.18918297e-01  9.99439666e-03
  6.68175083e-02  9.47014672e-03  5.58981443e-02 -3.35678438e-02
 -9.44708976e-03  7.86742594e-02  2.06780436e-02  9.94468882e-02
  9.57262149e-02 -3.87438942e-02 -1.19287681e-01  1.35785365e-01
 -2.65234500e-02  4.64286078e-02 -6.77595437e-03 -4.58655533e-02
  4.79351593e-02 -1.40055173e-01 -9.26128023e-02  4.27529274e-02
 -7.97877627e-03 -3.28128137e-01 -2.90438632e-02 -1.49992293e-01
 -2.59597654e-01 -6.73706261e-02 -2.87598696e-01  3.46771718e-01
  5.33521886e-02  1.73821715e-01 -2.93751205e-01 -6.59991478e-02
  4.09403376e-02 -2.07897988e-01 -3.35000520e-01 -2.06773129e-01
 -1.46475860e-01 -3.81442211e-01  1.20709082e+00]"
2591,0.4539430544019638,"[1.71167665 1.48027808 1.18988216 1.5741174  1.70760852 1.8721275
 1.56238844 2.638422   1.18323419 2.02056005 1.67127676 1.60029019
 1.48932465 1.57647968 2.31956072 1.27722389 1.65901912 1.22791585
 1.09237872 1.57796052 1.4523384  1.90024766 1.77856074 1.4896054
 2.45865917 2.32473996 2.61858199 1.90989554 1.79167131 1.80539385
 2.00677989 3.09783575 1.63144738 2.18257295 2.42329335 2.60198891
 0.9366617  2.46673324 1.72529249 1.63948749 1.28706662 2.55872078
 2.15101526 2.70424499 1.60259911 1.41525721 1.62778686 1.51202155
 1.47217119 2.12030634 1.76405594 2.00981629 1.42452873 2.25650295
 1.98102005 2.37778729 1.37962964 1.0163667  1.71299684]"
2592,0.4558371394624159,"[ 0.06313134 -0.05261857  0.20447881 -0.17599439 -0.01505298 -0.0984745
  0.00534894 -0.00317605 -0.05292331 -0.03582956  0.12618391  0.13900721
 -0.07165109 -0.15373859  0.0334114  -0.07514564  0.00604676 -0.0314422
 -0.08266722  0.10186498  0.07155623 -0.00514291  0.02393706 -0.0564812
 -0.13918626  0.06729564 -0.05766225 -0.02089782 -0.12084191 -0.02269655
  0.02703122  0.10039542 -0.01527062 -0.01583637  0.0145529   0.10793861
  0.15852241 -0.30913673 -0.16203274 -0.13599572  0.068724   -0.2513725
 -0.03625223 -0.21468125 -0.19242088 -0.02061742 -0.2581723   0.36172005
  0.16626951  0.27282557 -0.34007506  0.11078652  0.13648256 -0.30809315
 -0.14133562 -0.16737909 -0.04710549 -0.31404193  1.15920636]"
2593,0.4542781625744743,"[1.66741608 1.46540475 1.20909819 1.63451596 1.784318   1.81768151
 1.70561898 2.75082102 1.01681122 2.00234803 1.834299   1.64139982
 1.30222486 1.75472454 2.35701049 1.41260109 1.5382996  1.25446213
 1.13465085 1.53633248 1.38266434 1.7287648  1.83446591 1.52229698
 2.28422914 2.32751716 2.52929475 1.83226343 1.81986763 1.70875702
 1.96206988 3.19469123 1.62904008 2.20417673 2.43417106 2.42439559
 0.79331478 2.55808761 1.64770803 1.67778726 1.36333509 2.73898557
 2.19870282 2.82092922 1.52655519 1.17105685 1.71976175 1.55398287
 1.46131217 2.13965918 1.64567582 1.74899599 1.40668623 2.31866195
 1.91605947 2.32499792 1.38539306 0.99934925 1.7144374 ]"
2594,0.4538458817418904,"[-0.04291811 -0.02528144  0.00946564  0.07328072 -0.03215925 -0.08694005
  0.00930956  0.05215979 -0.03001099 -0.04310734  0.00337782  0.01109604
 -0.09650723 -0.05627648 -0.02454942  0.0350909   0.12366804 -0.0801474
 -0.09296915  0.04821203  0.1395164   0.02089923  0.01599341 -0.04674014
  0.16784475  0.10715443  0.20160495  0.07924963  0.06653052 -0.02389601
 -0.0805509   0.05089462 -0.05646051  0.06742921  0.01509396 -0.02825347
 -0.06149456 -0.03444363 -0.00314344  0.16731754 -0.09762812 -0.29403764
 -0.01541487 -0.15907751 -0.30146292 -0.05611574 -0.25869694  0.33282982
  0.06351921  0.08719865 -0.31753403  0.05404586  0.10153914 -0.27945883
 -0.29761968 -0.25073235 -0.19998146 -0.42716168  1.20402793]"
2595,0.4537947560126516,"[1.71598303 1.44706026 1.1594599  1.708163   1.74585147 1.87228663
 1.59241905 2.54281909 1.19946329 2.04387589 1.72680922 1.71290199
 1.46673357 1.56780407 2.30708877 1.19462445 1.73871842 1.24053453
 1.161164   1.45403776 1.45285361 1.9299489  1.71374324 1.4367808
 2.46548442 2.31627511 2.46849095 1.94475913 1.6958941  1.78600277
 2.01577475 3.09160183 1.65221694 2.18402725 2.36819532 2.66532169
 0.94454016 2.44148215 1.76482621 1.60211844 1.19689722 2.59024642
 2.16014743 2.60354082 1.6748981  1.46369422 1.54854462 1.54649036
 1.5348127  2.02364398 1.83269469 2.04998435 1.46336121 2.24436836
 2.2264209  2.3619553  1.37275693 1.12744301 1.82829741]"
2596,0.4540855680291457,"[ 2.97374696 -1.06954312  4.01000778 -3.04870305 -0.03129975 -0.42615532
 -0.40796958 -1.41744469 -0.06780743  0.11707644  2.01408645  2.50679441
  0.93926873 -3.63854996 -0.11337877 -0.54269597 -1.52554209 -0.16858545
 -0.12515846  0.99005275 -0.43891038 -0.11963119 -1.09292381  0.1076005
 -3.65616032 -0.70093849 -3.10807635 -2.36562568 -3.97829213  0.91208459
  1.71486897  0.98389754  0.15406163 -1.7037254  -0.2643585   3.99051644
  2.6498953  -3.81011806 -1.67837058 -4.14045614  2.65160191  0.9717224
 -0.57629052 -1.54447401  1.14985557  1.35793879 -0.14886283  0.83439853
  2.1288505   2.29352992 -0.25630484  2.37925851  1.54407957 -1.94885696
  3.88803442  1.52649907  1.53351703  1.07817726  0.3404339 ]"
2597,0.4542319028024518,"[ 0.37819263  2.82065042  1.24205935  2.4258749   3.56307678  1.14409579
  3.42618578  5.29969876 -2.29279807  1.21475675  5.26262295  1.36678336
 -1.92848593  5.27375157  2.79352904  5.17342532 -0.90589887  2.80702646
  1.31903035  1.34123479 -0.54753569 -2.03246804  2.4839609   2.29991294
 -1.50260422  2.09321345  2.3699058   0.38936644  4.24462641 -1.10670583
  1.73201802  4.93086441  2.19592382  2.39622755  3.31242418 -0.26702437
 -1.55664381  4.44422944 -1.29574307  4.08925739  4.81307435  6.20698903
  3.02979232  6.61095441 -1.24412841 -4.59978758  2.71295296  2.41600218
  0.20953442  2.8388202  -2.05501905 -4.20562933  0.80192754  2.91003817
 -1.50121956  1.4083157   1.59376188 -1.1471461   1.03009004]"
2598,0.4552411804429724,"[ 0.19304129 -0.09410002  0.32247994 -0.12851353  0.03410342 -0.08002809
 -0.0181886  -0.03092715 -0.02765205 -0.07455947  0.19775881  0.25203414
 -0.06232598 -0.34823955 -0.13284238 -0.14218759 -0.07378562 -0.10437529
  0.0130176   0.17148109  0.10859501  0.06152727 -0.06360332 -0.06241324
 -0.22111362  0.07368968 -0.03762708 -0.12902122 -0.36956553  0.03435876
  0.08178942  0.14084571 -0.08049025 -0.10735771  0.02814586  0.39150007
  0.05175941 -0.28954989 -0.11409252 -0.22276301  0.22004806 -0.20298313
 -0.07248218 -0.33199121 -0.2501209  -0.01801836 -0.20403171  0.37435938
  0.12466765  0.20978175 -0.28491623  0.15086135  0.27180553 -0.45408824
  0.00643986 -0.12487388 -0.04824335 -0.2497419   1.12657467]"
2599,0.45954767037881755,"[1.63508759 1.52669062 1.20567865 1.89861651 1.85314522 1.78700952
 1.80765229 2.70484701 0.98206874 1.9844473  2.14136983 1.66355751
 1.11697037 1.90993796 2.33589328 1.47811741 1.49168561 1.31005628
 1.24955825 1.39995612 1.32157091 1.64690217 1.71977916 1.45490204
 2.30298131 2.33944908 2.36527745 1.96715336 1.91934622 1.527689
 2.00437482 3.18927273 1.66368295 2.13407749 2.38351636 2.54392237
 0.6222655  2.5772747  1.50705296 1.79777052 1.38268331 2.89236905
 2.25130419 2.85646854 1.4014766  0.97434649 1.77602198 1.66339304
 1.59859408 2.10000912 1.56285476 1.55471914 1.47888157 2.3101367
 1.97358506 2.33660149 1.44119645 1.03200854 1.7058346 ]"
2600,0.4540695857325004,"[ 0.03826716 -0.01472173  0.13281688 -0.09733233 -0.03738306 -0.05465844
 -0.00419924  0.04543006 -0.01700491 -0.02435498  0.06336687  0.10041132
 -0.05959729 -0.07966304 -0.00639224 -0.07590582  0.03991407 -0.01578998
 -0.04828114  0.07129144  0.08532524  0.00741982  0.01931332 -0.04487179
 -0.07409312  0.08161729 -0.00179587  0.0752877  -0.02950972 -0.01554811
 -0.08050263  0.12836051 -0.01752043  0.00968797  0.0042807   0.07403707
  0.06467353 -0.21559072 -0.12592835 -0.02100154  0.03328555 -0.30890391
 -0.03195537 -0.18616397 -0.27621782 -0.07656175 -0.26063452  0.33964683
  0.08125685  0.21219806 -0.30771786 -0.00920057  0.09036388 -0.25981963
 -0.23751166 -0.18596908 -0.10550902 -0.35281958  1.18386756]"
2601,0.45424745028349583,"[1.69320131 1.50344092 1.17076506 1.64409688 1.77035859 1.83003937
 1.6469024  2.70365933 1.10774411 2.01530099 1.84170713 1.64029453
 1.3876542  1.65252419 2.33635758 1.31784128 1.62337288 1.23207816
 1.12911122 1.50280549 1.40293742 1.83724599 1.76662613 1.48190449
 2.44762166 2.33107229 2.52370713 1.90653637 1.83015501 1.7250712
 2.01025124 3.1046143  1.64889182 2.16898935 2.40461428 2.59699477
 0.80999158 2.50122268 1.68575354 1.68182232 1.31150671 2.64374166
 2.18723582 2.77099899 1.54727881 1.3190154  1.6709746  1.55294872
 1.52213281 2.13084212 1.70260749 1.8747225  1.43554848 2.28275319
 1.99690724 2.36207282 1.40328724 1.06297341 1.71353804]"
2602,0.4552082730292086,"[-6.47338117e-02  8.70491354e-02 -5.70799279e-02  7.21333090e-02
 -1.00201002e-01 -1.85265851e-02 -6.10554218e-03  8.90224705e-02
 -2.02301693e-02 -2.12774825e-02 -4.66378916e-02 -4.32086602e-02
 -1.03792136e-01  1.31806608e-01  3.57456171e-02 -5.68750996e-02
  9.42470716e-02 -2.75953375e-02 -6.81726651e-02  2.56711662e-02
  1.13471099e-01  3.83587820e-02  8.07405094e-02 -5.94627395e-02
  1.05931026e-01  9.81174375e-02  8.62620690e-02  1.89302207e-01
  1.45406235e-01 -8.38705751e-02 -1.45881106e-01  9.79234692e-02
 -1.32311520e-02  9.65077568e-02  1.76862578e-02 -9.56797191e-02
 -3.00559801e-02 -4.22595735e-02 -2.54742652e-02  1.30545369e-01
 -8.74933575e-02 -3.43395591e-01 -2.08959918e-02 -9.75214045e-02
 -3.73150848e-01 -8.84754508e-02 -3.18256509e-01  3.52218137e-01
 -3.57244728e-02  1.51081471e-01 -2.77010089e-01 -6.52897852e-02
  9.05375210e-04 -1.49573549e-01 -4.36694743e-01 -2.65907518e-01
 -1.81192825e-01 -4.48370377e-01  1.25372140e+00]"
2603,0.45456243421998965,"[1.73966645 1.45143287 1.24024529 1.54537711 1.70057854 1.90309713
 1.56478967 2.49496325 1.21240963 2.00873538 1.67277205 1.61258131
 1.54159474 1.52576548 2.2855527  1.17161723 1.76827733 1.16891543
 1.08492385 1.53113738 1.47778946 2.01491991 1.67854459 1.48642547
 2.57008336 2.3107958  2.55278592 1.95951175 1.78727487 1.88115433
 2.04085595 3.06099519 1.64458293 2.16055181 2.35838492 2.66260068
 0.92235728 2.4289143  1.7933016  1.57027441 1.12772692 2.46609648
 2.16016728 2.56071867 1.67536361 1.52937614 1.58919049 1.46049917
 1.56041974 2.14455687 1.86776754 2.09537461 1.5148817  2.29183479
 2.11766195 2.36033316 1.35786295 1.14516836 1.7455718 ]"
2604,0.4541113911956487,"[-9.84249977e-02  4.08420993e-02 -8.39970020e-02  1.23783280e-01
 -6.11514430e-02  1.07086000e-03 -8.60433477e-03  1.15820541e-01
  8.97656334e-03 -2.85465066e-02 -5.40896148e-02 -7.29682801e-02
 -1.63249710e-01  1.26619622e-01  4.56197076e-03 -4.35014861e-02
  1.24236538e-01 -1.53144629e-02 -6.59765249e-02  1.53089900e-02
  1.10368670e-01  3.29041449e-02  9.85100478e-02 -6.07945238e-02
  1.56339142e-01  9.52469676e-02  1.29770562e-01  2.07996545e-01
  1.77612575e-01 -7.71117291e-02 -1.60661777e-01  7.23820853e-02
  1.90943829e-02  1.31893004e-01  1.33314240e-02 -9.12947312e-02
 -8.52711088e-02 -3.66302108e-02 -9.68221085e-03  1.57873622e-01
 -1.19611607e-01 -3.51554170e-01 -7.78841908e-03 -1.02182687e-01
 -4.01805524e-01 -1.18113136e-01 -2.66290279e-01  3.58294798e-01
 -2.50034769e-02  1.40200560e-01 -2.74974226e-01 -1.30121994e-01
 -6.09955459e-04 -1.50010676e-01 -4.91153879e-01 -2.57495871e-01
 -1.90494794e-01 -4.26079972e-01  1.23358779e+00]"
2605,0.4567867625630668,"[1.73100429 1.46809789 1.25621971 1.57819109 1.67838641 1.84709289
 1.52883844 2.48942122 1.25922246 2.02668284 1.64201462 1.6602839
 1.56586741 1.47302546 2.26309668 1.09892427 1.78751013 1.17387247
 1.06747753 1.52020402 1.48003547 2.01614265 1.68559925 1.49553631
 2.58880484 2.30599234 2.51861059 1.93194385 1.78924814 1.90552832
 2.05266711 3.03506856 1.67079446 2.13943184 2.35598802 2.68947345
 0.9615542  2.40802409 1.83891761 1.56554076 1.0699632  2.42475715
 2.16081868 2.48657694 1.70677118 1.59088941 1.57370615 1.47871626
 1.55032675 2.11201054 1.88364575 2.14559251 1.51029502 2.3234449
 2.17508996 2.37777385 1.32677625 1.15028959 1.79016155]"
2606,0.4536802814720152,"[-0.01799616  0.04819124  0.01888024 -0.11370423 -0.09732318 -0.07183985
  0.00713896  0.01299223 -0.04153552 -0.01411485 -0.00811421  0.0486206
 -0.06490527  0.0440859   0.03509182 -0.06822145  0.04222671  0.01693302
 -0.09883031  0.04453825  0.06017757  0.10428992  0.09463076 -0.03281544
 -0.04186331  0.07497028 -0.01585306  0.03095736  0.03124635 -0.04950519
 -0.0607034   0.13657791 -0.02240683  0.02113184 -0.03326414 -0.04094841
  0.02827644 -0.14907502 -0.18283594  0.05455735 -0.00703814 -0.29523406
 -0.02267439 -0.17250457 -0.26767731 -0.05747897 -0.2716447   0.39787174
  0.04329985  0.17116582 -0.23553346 -0.0813051   0.06888332 -0.1675084
 -0.34427301 -0.16700931 -0.18034504 -0.36858436  1.23604523]"
